TRIPID,PERSID,HHID,TRIPNO,STARTHOUR,STARTIME,ORIGCCD,ORIGSLA,ORIGLGA,ORIGPLACE1,ORIGPLACE2,ORIGPURP1,ORIGPURP2,ARRHOUR,ARRTIME,DESTCCD,DESTSLA,DESTLGA,DESTPLACE1,DESTPLACE2,DESTPURP1,DESTPURP2,CUMDIST,DEPHOUR,DEPTIME,LINKMODE,TRIPTIME,TRAVTIME,WAITIME,DURATION,TRAVELPERIOD,TRIPPURP,Mode_Group,ADTRIPWGT,WDTRIPWGT,WETRIPWGT
Y09H142442P01T04,Y09H142442P01,Y09H142442,4,11,680,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,11,700,2111403,South Barwon - Inner,Greater Geelong (C),Social Place,Gambling,Recreational,Recreational (NEC),16.52,11,710,Vehicle Driver,20,20,0,10,Off Peak,Recreational,Vehicle Driver,90.75649872, ,315.4493545
Y09H142442P01T07,Y09H142442P01,Y09H142442,7,19,1180,2111403,South Barwon - Inner,Greater Geelong (C),Social Place,Gambling,Recreational,Recreational (NEC),19,1195,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Accompany Someone,Accompanied someone,16.46,20,1200,Vehicle Passenger,15,15,0,5,Off Peak,Accompany Someone,Vehicle Passenger,90.75649872, ,315.4493545
Y09H142442P01T08,Y09H142442P01,Y09H142442,8,20,1200,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Accompany Someone,Accompanied someone,20,1215,2112506,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,16.41,N/A,N/A,Vehicle Passenger,15,15,0,N/A,Off Peak,Accompany Someone,Vehicle Passenger,90.75649872, ,315.4493545
Y09H142442P04T02,Y09H142442P04,Y09H142442,2,19,1180,2111403,South Barwon - Inner,Greater Geelong (C),Social Place,Gambling,Accompany Someone,Accompanied someone,19,1195,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,16.46,20,1200,Vehicle Driver,15,15,0,5,Off Peak,Pickup/Dropoff Someone,Vehicle Driver,90.08557436, ,301.9795531
Y09H142442P04T03,Y09H142442P04,Y09H142442,3,20,1200,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,20,1215,2112506,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,16.41,N/A,N/A,Vehicle Driver,15,15,0,N/A,Off Peak,Pickup/Dropoff Someone,Vehicle Driver,90.08557436, ,301.9795531
Y09H142442P05T01,Y09H142442P05,Y09H142442,1,11,660,2112506,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,11,675,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,16.39,20,1200,Vehicle Passenger,15,15,0,525,Off Peak,Work Related,Vehicle Passenger,80.36613211, ,289.4797694
Y09H142442P05T02,Y09H142442P05,Y09H142442,2,20,1200,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,20,1215,2112506,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,16.41,N/A,N/A,Vehicle Passenger,15,15,0,N/A,Off Peak,Work Related,Vehicle Passenger,80.36613211, ,289.4797694
Y09H142442P06T02,Y09H142442P06,Y09H142442,2,19,1180,2111403,South Barwon - Inner,Greater Geelong (C),Social Place,Gambling,Accompany Someone,Accompanied someone,19,1195,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Accompany Someone,Accompanied someone,16.46,20,1200,Vehicle Passenger,15,15,0,5,Off Peak,Accompany Someone,Vehicle Passenger,90.08557436, ,301.9795531
Y09H142442P06T03,Y09H142442P06,Y09H142442,3,20,1200,2101007,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Accompany Someone,Accompanied someone,20,1215,2112506,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,16.41,N/A,N/A,Vehicle Passenger,15,15,0,N/A,Off Peak,Accompany Someone,Vehicle Passenger,90.08557436, ,301.9795531
Y09H142525P01T02,Y09H142525P01,Y09H142525,2,11,660,2112603,Corio - Inner,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,11,690,2101206,Surf Coast (S) - East,Surf Coast (S),Shops,Shopping Centre,Buy Something,Bought something,26.93,12,750,Vehicle Driver,30,30,0,60,Off Peak,Buy Something,Vehicle Driver,59.95699402,85.15844854, 
Y09H142525P01T03,Y09H142525P01,Y09H142525,3,12,750,2101206,Surf Coast (S) - East,Surf Coast (S),Shops,Shopping Centre,Buy Something,Bought something,13,825,2112605,Corio - Inner,Greater Geelong (C),Shops,Supermarket,Buy Something,Bought something,24.83,14,870,Vehicle Driver,75,75,0,45,Off Peak,Buy Something,Vehicle Driver,59.95699402,85.15844854, 
Y09H142610P02T01,Y09H142610P02,Y09H142610,1,8,490,2113003,Corio - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,8,525,2101008,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,25.77,16,975,Vehicle Driver,35,35,0,450,AM Peak (7am to 9am),Work Related,Vehicle Driver,145.3382013,225.6122235, 
Y09H142610P02T02,Y09H142610P02,Y09H142610,2,16,975,2101008,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,16,1010,2113003,Corio - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,25.8,N/A,N/A,Vehicle Driver,35,35,0,N/A,PM Peak (3pm to 6pm),Work Related,Vehicle Driver,145.3382013,225.6122235, 
Y09H142808P02T05,Y09H142808P02,Y09H142808,5,18,1128,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,18,1132,2101202,Surf Coast (S) - East,Surf Coast (S),Natural Feature,River or Creek,Recreational,Other recreational (eg. exercise),2.36,19,1146,Vehicle Driver,4,4,0,14,Off Peak,Recreational,Vehicle Driver,84.8717647,126.8333469, 
Y09H142808P02T06,Y09H142808P02,Y09H142808,6,19,1146,2101202,Surf Coast (S) - East,Surf Coast (S),Natural Feature,River or Creek,Recreational,Other recreational (eg. exercise),19,1150,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,2.36,N/A,N/A,Vehicle Driver,4,4,0,N/A,Off Peak,Recreational,Vehicle Driver,84.8717647,126.8333469, 
Y09H142808P04T01,Y09H142808P04,Y09H142808,1,18,1128,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,18,1132,2101202,Surf Coast (S) - East,Surf Coast (S),Natural Feature,River or Creek,Recreational,Other recreational (eg. exercise),2.36,19,1146,Vehicle Passenger,4,4,0,14,Off Peak,Recreational,Vehicle Passenger,80.48337785,120.2752909, 
Y09H142808P04T02,Y09H142808P04,Y09H142808,2,19,1146,2101202,Surf Coast (S) - East,Surf Coast (S),Natural Feature,River or Creek,Recreational,Other recreational (eg. exercise),19,1150,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,2.36,N/A,N/A,Vehicle Passenger,4,4,0,N/A,Off Peak,Recreational,Vehicle Passenger,80.48337785,120.2752909, 
Y09H142821P04T01,Y09H142821P04,Y09H142821,1,10,600,2101403,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),10,640,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,28.73,16,960,Vehicle Passenger,40,40,0,320,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,62.34926825, ,224.7078627
Y09H142827P01T04,Y09H142827P01,Y09H142827,4,13,783,2111112,South Barwon - Inner,Greater Geelong (C),Accommodation,Farm,Recreational,Recreational (NEC),13,795,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,12.97,14,845,Vehicle Driver,12,12,0,50,Off Peak,Social,Vehicle Driver,66.0449505, ,212.4050545
Y09H142827P01T05,Y09H142827P01,Y09H142827,5,14,845,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,14,855,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,8.88,N/A,N/A,Vehicle Driver,10,10,0,N/A,Off Peak,Social,Vehicle Driver,66.0449505, ,212.4050545
Y09H142836P05T03,Y09H142836P05,Y09H142836,3,15,930,2111101,South Barwon - Inner,Greater Geelong (C),Recreational Place,Gym,Recreational,Other recreational (eg. exercise),16,960,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Social,Visited someone,18.66,18,1110,Vehicle Driver,30,30,0,150,PM Peak (3pm to 6pm),Social,Vehicle Driver,87.72896576,128.3077322, 
Y09H142836P05T04,Y09H142836P05,Y09H142836,4,18,1110,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Social,Visited someone,19,1140,2111110,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,18.16,22,1320,Vehicle Driver,30,30,0,180,Off Peak,Social,Vehicle Driver,87.72896576,128.3077322, 
Y09H142919P01T05,Y09H142919P01,Y09H142919,5,15,900,2110309,Geelong West,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,15,925,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,23.51,23,1410,Vehicle Driver,25,25,0,485,PM Peak (3pm to 6pm),Work Related,Vehicle Driver,47.35939151,77.55597113, 
Y09H142919P01T06,Y09H142919P01,Y09H142919,6,23,1410,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,23,1435,2110309,Geelong West,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,23.55,N/A,N/A,Vehicle Driver,25,25,0,N/A,Off Peak,Work Related,Vehicle Driver,47.35939151,77.55597113, 
Y09H142942P01T03,Y09H142942P01,Y09H142942,3,12,760,2112510,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,13,790,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),16.66,16,990,Vehicle Passenger,30,30,0,200,Off Peak,Recreational,Vehicle Passenger,48.01807929, ,143.3673688
Y09H142942P01T04,Y09H142942P01,Y09H142942,4,16,990,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),16,1010,2112510,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,16.66,20,1235,Vehicle Passenger,20,20,0,225,Off Peak,Social,Vehicle Passenger,48.01807929, ,143.3673688
Y09H142942P02T04,Y09H142942P02,Y09H142942,4,12,760,2112510,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,13,790,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),16.66,16,990,Vehicle Passenger,30,30,0,200,Off Peak,Recreational,Vehicle Passenger,45.40300162, ,133.3049922
Y09H142942P02T05,Y09H142942P02,Y09H142942,5,16,990,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),16,1010,2112510,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,16.66,21,1300,Vehicle Passenger,20,20,0,290,Off Peak,Social,Vehicle Passenger,45.40300162, ,133.3049922
Y09H143109P01T01,Y09H143109P01,Y09H143109,1,6,410,2112405,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,7,460,2101207,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,40.4,15,945,Vehicle Driver,50,50,0,485,AM Peak (7am to 9am),Work Related,Vehicle Driver,56.93079676,90.24834452, 
Y09H143109P01T02,Y09H143109P01,Y09H143109,2,15,945,2101207,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,16,1000,2112405,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,40.85,N/A,N/A,Vehicle Driver,55,55,0,N/A,PM Peak (3pm to 6pm),Work Related,Vehicle Driver,56.93079676,90.24834452, 
Y09H143341P01T05,Y09H143341P01,Y09H143341,5,13,780,2112803,Bellarine - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,14,870,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Pub or Bar,Social,Ate or drank,73.77,15,900,Motorcycle,90,90,0,30,Off Peak,Social,Other,72.40678009, ,195.9610384
Y09H143341P01T06,Y09H143341P01,Y09H143341,6,15,900,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Pub or Bar,Social,Ate or drank,16,990,2111810,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,74.95,N/A,N/A,Motorcycle,90,90,0,N/A,Off Peak,Social,Other,72.40678009, ,195.9610384
Y09H143406P01T01,Y09H143406P01,Y09H143406,1,7,450,2111205,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,7,475,2101003,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17.59,12,720,Vehicle Driver,25,25,0,245,Off Peak,Recreational,Vehicle Driver,100.0076842, ,369.2688479
Y09H143406P01T02,Y09H143406P01,Y09H143406,2,12,720,2101003,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),12,750,2111205,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,17.57,N/A,N/A,Vehicle Driver,30,30,0,N/A,Off Peak,Recreational,Vehicle Driver,100.0076842, ,369.2688479
Y09H143415P03T01,Y09H143415P03,Y09H143415,1,7,430,2111205,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,7,450,2101205,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,17.36,16,960,Vehicle Driver,20,20,0,510,AM Peak (7am to 9am),Work Related,Vehicle Driver,156.7391497,240.2782734, 
Y09H143415P03T02,Y09H143415P03,Y09H143415,2,16,960,2101205,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,17,1030,2111403,South Barwon - Inner,Greater Geelong (C),Transport Feature,Train Station,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,14.44,17,1035,Vehicle Driver,70,70,0,5,PM Peak (3pm to 6pm),Pickup/Dropoff Someone,Vehicle Driver,156.7391497,240.2782734, 
Y09H143620P01T04,Y09H143620P01,Y09H143620,4,8,505,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Supermarket,Buy Something,Bought something,8,515,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,13.57,17,1070,Vehicle Driver,10,10,0,555,Off Peak,Pickup/Deliver Something,Vehicle Driver,62.37834432, ,198.2645202
Y09H143620P01T05,Y09H143620P01,Y09H143620,5,17,1070,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,18,1105,2101105,Colac-Otway (S) - North,Colac-Otway (S),Natural Feature,Park,Pick-up or Deliver Something,Something picked-up or delivered for home,42.82,20,1205,Vehicle Driver,35,35,0,100,Off Peak,Pickup/Deliver Something,Vehicle Driver,62.37834432, ,198.2645202
Y09H143620P01T06,Y09H143620P01,Y09H143620,6,20,1205,2101105,Colac-Otway (S) - North,Colac-Otway (S),Natural Feature,Park,Pick-up or Deliver Something,Something picked-up or delivered for home,20,1240,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,42.82,21,1260,Vehicle Driver,35,35,0,20,Off Peak,Pickup/Deliver Something,Vehicle Driver,62.37834432, ,198.2645202
Y09H143620P01T07,Y09H143620P01,Y09H143620,7,21,1260,2101202,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,21,1270,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,9.23,21,1280,Vehicle Driver,10,10,0,10,Off Peak,Social,Vehicle Driver,62.37834432, ,198.2645202
Y09H143927P01T01,Y09H143927P01,Y09H143927,1,10,630,2101407,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,690,2111204,South Barwon - Inner,Greater Geelong (C),Shops,Hardware,Buy Something,Bought something,55.19,11,719,Vehicle Driver,60,60,0,29,Off Peak,Buy Something,Vehicle Driver,102.2500147, ,290.031415
Y09H143941P01T05,Y09H143941P01,Y09H143941,5,11,705,2111601,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,13,780,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,51.11,15,930,Vehicle Driver,75,75,0,150,Off Peak,Social,Vehicle Driver,65.6344461, ,216.4912603
Y09H143941P01T06,Y09H143941P01,Y09H143941,6,15,930,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,15,933,2101307,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Socialised (Pubs - Clubs etc),0.78,17,1020,Vehicle Driver,3,3,0,87,Off Peak,Social,Vehicle Driver,65.6344461, ,216.4912603
Y09H143941P01T07,Y09H143941P01,Y09H143941,7,17,1020,2101307,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Socialised (Pubs - Clubs etc),17,1025,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,0.78,19,1155,Vehicle Driver,5,5,0,130,Off Peak,Social,Vehicle Driver,65.6344461, ,216.4912603
Y09H143941P01T08,Y09H143941P01,Y09H143941,8,19,1155,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,20,1215,2111601,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,51.16,N/A,N/A,Vehicle Driver,60,60,0,N/A,Off Peak,Social,Vehicle Driver,65.6344461, ,216.4912603
Y09H143941P02T05,Y09H143941P02,Y09H143941,5,11,705,2111601,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,13,780,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,51.11,15,930,Vehicle Passenger,75,75,0,150,Off Peak,Social,Vehicle Passenger,79.51359048, ,265.385611
Y09H143941P02T06,Y09H143941P02,Y09H143941,6,15,930,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,15,933,2101307,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Socialised (Pubs - Clubs etc),0.78,17,1020,Vehicle Passenger,3,3,0,87,Off Peak,Social,Vehicle Passenger,79.51359048, ,265.385611
Y09H143941P02T07,Y09H143941P02,Y09H143941,7,17,1020,2101307,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Socialised (Pubs - Clubs etc),17,1025,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,0.78,19,1155,Vehicle Passenger,5,5,0,130,Off Peak,Social,Vehicle Passenger,79.51359048, ,265.385611
Y09H143941P02T08,Y09H143941P02,Y09H143941,8,19,1155,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,20,1215,2111601,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,51.16,N/A,N/A,Vehicle Passenger,60,60,0,N/A,Off Peak,Social,Vehicle Passenger,79.51359048, ,265.385611
Y09H144111P01T08,Y09H144111P01,Y09H144111,8,19,1140,2110508,Newtown,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,19,1182,2101205,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Other recreational (eg. exercise),11.92,19,1182,Bicycle,42,42,0,0,Off Peak,Recreational,Bicycle,51.8408715,83.51753026, 
Y09H144111P01T09,Y09H144111P01,Y09H144111,9,19,1182,2101205,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Other recreational (eg. exercise),20,1225,2110508,Newtown,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,11.93,N/A,N/A,Bicycle,43,43,0,N/A,Off Peak,Recreational,Bicycle,51.8408715,83.51753026, 
Y09H144210P02T01,Y09H144210P02,Y09H144210,1,6,360,2110501,Newtown,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,6,390,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,Another Workplace,Work Related,Employer's Business,21.83,16,960,Vehicle Driver,30,30,0,570,Off Peak,Work Related,Vehicle Driver,72.10762072,96.17204302, 
Y09H144210P02T02,Y09H144210P02,Y09H144210,2,16,960,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,Another Workplace,Work Related,Employer's Business,16,990,2111104,South Barwon - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,19.38,16,1005,Vehicle Driver,30,30,0,15,PM Peak (3pm to 6pm),Pickup/Deliver Something,Vehicle Driver,72.10762072,96.17204302, 
Y09H144319P03T01,Y09H144319P03,Y09H144319,1,7,465,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,8,495,2101301,Surf Coast (S) - West,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,30.54,16,990,Vehicle Driver,30,30,0,495,AM Peak (7am to 9am),Work Related,Vehicle Driver,56.91418637,84.68812906, 
Y09H144319P03T02,Y09H144319P03,Y09H144319,2,16,990,2101301,Surf Coast (S) - West,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,17,1020,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,30.57,18,1110,Vehicle Driver,30,30,0,90,PM Peak (3pm to 6pm),Work Related,Vehicle Driver,56.91418637,84.68812906, 
Y09H144319P03T06,Y09H144319P03,Y09H144319,6,22,1365,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,23,1390,2101301,Surf Coast (S) - West,Surf Coast (S),Workplace,My Workplace,Personal Business,Stayed overnight,30.54,N/A,N/A,Vehicle Driver,25,25,0,N/A,Off Peak,Personal Business,Vehicle Driver,56.91418637,84.68812906, 
Y09H144321P01T01,Y09H144321P01,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,29.64,12,720,Vehicle Driver,27,27,0,130,Off Peak,Social,Vehicle Driver,68.22487458, ,237.2427127
Y09H144321P01T02,Y09H144321P01,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Buy Something,Bought something,29.31,12,755,Vehicle Driver,30,30,0,5,Off Peak,Buy Something,Vehicle Driver,68.22487458, ,237.2427127
Y09H144321P02T01,Y09H144321P02,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,29.64,12,720,Vehicle Passenger,27,27,0,130,Off Peak,Social,Vehicle Passenger,55.67870559, ,195.9145671
Y09H144321P02T02,Y09H144321P02,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Buy Something,Bought something,29.31,12,755,Vehicle Passenger,30,30,0,5,Off Peak,Buy Something,Vehicle Passenger,55.67870559, ,195.9145671
Y09H144321P03T01,Y09H144321P03,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,29.64,12,720,Vehicle Passenger,27,27,0,130,Off Peak,Social,Vehicle Passenger,76.85969156, ,276.97592
Y09H144321P03T02,Y09H144321P03,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Buy Something,Bought something,29.31,12,755,Vehicle Passenger,30,30,0,5,Off Peak,Buy Something,Vehicle Passenger,76.85969156, ,276.97592
Y09H144321P04T01,Y09H144321P04,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,29.64,12,720,Vehicle Passenger,27,27,0,130,Off Peak,Recreational,Vehicle Passenger,70.86895048, ,237.6711747
Y09H144321P04T02,Y09H144321P04,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Buy Something,Bought something,29.31,12,755,Vehicle Passenger,30,30,0,5,Off Peak,Buy Something,Vehicle Passenger,70.86895048, ,237.6711747
Y09H144321P05T01,Y09H144321P05,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,29.64,12,720,Vehicle Passenger,27,27,0,130,Off Peak,Social,Vehicle Passenger,76.85969156, ,276.97592
Y09H144321P05T02,Y09H144321P05,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Social,Watched sport,29.31,12,755,Vehicle Passenger,30,30,0,5,Off Peak,Social,Vehicle Passenger,76.85969156, ,276.97592
Y09H144321P06T01,Y09H144321P06,Y09H144321,1,9,563,2111101,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,9,590,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,29.64,12,720,Vehicle Passenger,27,27,0,130,Off Peak,Social,Vehicle Passenger,66.40718859, ,247.8295091
Y09H144321P06T02,Y09H144321P06,Y09H144321,2,12,720,2101403,Surf Coast (S) - West,Surf Coast (S),Recreational Place,Sport Ground or Oval,Social,Watched sport,12,750,2111010,South Barwon - Inner,Greater Geelong (C),Shops,Petrol Station,Accompany Someone,Accompanied someone,29.31,12,755,Vehicle Passenger,30,30,0,5,Off Peak,Accompany Someone,Vehicle Passenger,66.40718859, ,247.8295091
